State,County,Party,St_FIPS,County_FIPS,Candidate,Percentage,Votes
in,Carroll County,Lib,18,18015,Rex Bell,4.07,353
in,Cass County,R,18,18017,Eric Holcomb,56.61,8055
in,Cass County,D,18,18017,John Gregg,39.79,5661
in,Cass County,Lib,18,18017,Rex Bell,3.59,511
in,Clark County,R,18,18019,Eric Holcomb,56.51,28420
in,Clark County,D,18,18019,John Gregg,40.31,20273
in,Clark County,Lib,18,18019,Rex Bell,3.17,1597
in,Clay County,R,18,18021,Eric Holcomb,58.41,6457
in,Clay County,D,18,18021,John Gregg,38.53,4260
in,Clay County,Lib,18,18021,Rex Bell,3.04,337
in,Clinton County,R,18,18023,Eric Holcomb,61.06,7125
in,Clinton County,D,18,18023,John Gregg,35.31,4120
in,Clinton County,Lib,18,18023,Rex Bell,3.62,423
in,Crawford County,R,18,18025,Eric Holcomb,53.35,2379
in,Crawford County,D,18,18025,John Gregg,43.14,1924
in,Crawford County,Lib,18,18025,Rex Bell,3.49,156
in,Daviess County,R,18,18027,Eric Holcomb,60.22,6460
in,Daviess County,D,18,18027,John Gregg,37.74,4049
in,Daviess County,Lib,18,18027,Rex Bell,2.02,217
in,DeKalb County,R,18,18033,Eric Holcomb,63.41,10501
in,DeKalb County,D,18,18033,John Gregg,32.24,5339
in,DeKalb County,Lib,18,18033,Rex Bell,4.33,718
in,Dearborn County,R,18,18029,Eric Holcomb,71.54,16604
in,Dearborn County,D,18,18029,John Gregg,25.57,5936
in,Dearborn County,Lib,18,18029,Rex Bell,2.88,669
in,Decatur County,R,18,18031,Eric Holcomb,66.75,7230
in,Decatur County,D,18,18031,John Gregg,30.38,3291
in,Decatur County,Lib,18,18031,Rex Bell,2.86,310
in,Delaware County,D,18,18035,John Gregg,49.72,22136
in,Delaware County,R,18,18035,Eric Holcomb,46.57,20736
in,Delaware County,Lib,18,18035,Rex Bell,3.69,1645
in,Dubois County,R,18,18037,Eric Holcomb,55.51,10821
in,Dubois County,D,18,18037,John Gregg,41.92,8171
in,Dubois County,Lib,18,18037,Rex Bell,2.56,499
in,Elkhart County,R,18,18039,Eric Holcomb,61.01,40107
in,Elkhart County,D,18,18039,John Gregg,36.05,23697
in,Elkhart County,Lib,18,18039,Rex Bell,2.92,1925
in,Fayette County,R,18,18041,Eric Holcomb,59.01,5485
in,Fayette County,D,18,18041,John Gregg,36.24,3369
in,Fayette County,Lib,18,18041,Rex Bell,4.74,441
in,Floyd County,R,18,18043,Eric Holcomb,56.16,20775
in,Floyd County,D,18,18043,John Gregg,41.01,15171
in,Floyd County,Lib,18,18043,Rex Bell,2.81,1042
in,Fountain County,R,18,18045,Eric Holcomb,64.11,4791
in,Fountain County,D,18,18045,John Gregg,32.17,2404
in,Fountain County,Lib,18,18045,Rex Bell,3.7,277
in,Franklin County,R,18,18047,Eric Holcomb,72.54,7791
in,Franklin County,D,18,18047,John Gregg,25.09,2695
in,Franklin County,Lib,18,18047,Rex Bell,2.36,254
in,Fulton County,R,18,18049,Eric Holcomb,61.14,5142
in,Fulton County,D,18,18049,John Gregg,35.39,2977
in,Fulton County,Lib,18,18049,Rex Bell,3.46,291
in,Gibson County,R,18,18051,Eric Holcomb,59.31,9201
in,Gibson County,D,18,18051,John Gregg,38.47,5968
in,Gibson County,Lib,18,18051,Rex Bell,2.21,344
in,Grant County,R,18,18053,Eric Holcomb,59.51,14929
in,Grant County,D,18,18053,John Gregg,36.98,9277
in,Grant County,Lib,18,18053,Rex Bell,3.5,878
in,Greene County,R,18,18055,Eric Holcomb,49.68,6833
in,Greene County,D,18,18055,John Gregg,48.06,6610
in,Greene County,Lib,18,18055,Rex Bell,2.24,309
in,Hamilton County,R,18,18057,Eric Holcomb,58.4,90266
in,Hamilton County,D,18,18057,John Gregg,38.9,60130
in,Hamilton County,Lib,18,18057,Rex Bell,2.68,4147
in,Hancock County,R,18,18059,Eric Holcomb,62.47,22673
in,Hancock County,D,18,18059,John Gregg,34.02,12346
in,Hancock County,Lib,18,18059,Rex Bell,3.5,1271
in,Harrison County,R,18,18061,Eric Holcomb,63.49,11680
in,Harrison County,D,18,18061,John Gregg,34.23,6297
in,Harrison County,Lib,18,18061,Rex Bell,2.26,417
in,Hendricks County,R,18,18063,Eric Holcomb,60.58,45198
in,Hendricks County,D,18,18063,John Gregg,36.42,27175
in,Hendricks County,Lib,18,18063,Rex Bell,2.98,2226
in,Henry County,R,18,18065,Eric Holcomb,53.56,10769
in,Henry County,D,18,18065,John Gregg,37.55,7551
in,Henry County,Lib,18,18065,Rex Bell,8.88,1786
in,Howard County,R,18,18067,Eric Holcomb,53.78,19903
in,Howard County,D,18,18067,John Gregg,42.72,15812
in,Howard County,Lib,18,18067,Rex Bell,3.48,1290
in,Huntington County,R,18,18069,Eric Holcomb,64.23,10092
in,Huntington County,D,18,18069,John Gregg,31.44,4941
in,Huntington County,Lib,18,18069,Rex Bell,4.32,679
in,Jackson County,R,18,18071,Eric Holcomb,65.05,11319
in,Jackson County,D,18,18071,John Gregg,32.26,5613
in,Jackson County,Lib,18,18071,Rex Bell,2.67,466
in,Jasper County,R,18,18073,Eric Holcomb,61.28,8086
in,Jasper County,D,18,18073,John Gregg,35.84,4730
in,Jasper County,Lib,18,18073,Rex Bell,2.86,378
in,Jay County,R,18,18075,Eric Holcomb,58.9,4603
in,Jay County,D,18,18075,John Gregg,37.56,2935
in,Jay County,Lib,18,18075,Rex Bell,3.53,276
in,Jefferson County,R,18,18077,Eric Holcomb,56.74,7498
in,Jefferson County,D,18,18077,John Gregg,40.64,5371
in,Jefferson County,Lib,18,18077,Rex Bell,2.6,344
in,Jennings County,R,18,18079,Eric Holcomb,64.22,7088
in,Jennings County,D,18,18079,John Gregg,32.69,3608
in,Jennings County,Lib,18,18079,Rex Bell,3.08,340
in,Johnson County,R,18,18081,Eric Holcomb,63.64,42465
in,Johnson County,D,18,18081,John Gregg,33.36,22263
in,Johnson County,Lib,18,18081,Rex Bell,2.98,1994
in,Knox County,D,18,18083,John Gregg,55.82,8597
in,Knox County,R,18,18083,Eric Holcomb,42.27,6511
in,Knox County,Lib,18,18083,Rex Bell,1.89,292
in,Kosciusko County,R,18,18085,Eric Holcomb,69.62,22287
in,Kosciusko County,D,18,18085,John Gregg,26.41,8454
in,Kosciusko County,Lib,18,18085,Rex Bell,3.95,1267
in,LaGrange County,R,18,18087,Eric Holcomb,65.7,6315
in,LaGrange County,D,18,18087,John Gregg,30.7,2951
in,LaGrange County,Lib,18,18087,Rex Bell,3.58,345
in,LaPorte County,D,18,18091,John Gregg,54.53,24135
in,LaPorte County,R,18,18091,Eric Holcomb,41.7,18459
in,LaPorte County,Lib,18,18091,Rex Bell,3.76,1666
in,Lake County,D,18,18089,John Gregg,64.67,127460
in,Lake County,R,18,18089,Eric Holcomb,32.96,64967
in,Lake County,Lib,18,18089,Rex Bell,2.35,4638
in,Lawrence County,R,18,18093,Eric Holcomb,62.6,11682
in,Lawrence County,D,18,18093,John Gregg,34.31,6402
in,Lawrence County,Lib,18,18093,Rex Bell,3.08,575
in,Madison County,R,18,18095,Eric Holcomb,51.37,27579
in,Madison County,D,18,18095,John Gregg,44.78,24041
in,Madison County,Lib,18,18095,Rex Bell,3.84,2062
in,Marion County,D,18,18097,John Gregg,62.06,225925
in,Marion County,R,18,18097,Eric Holcomb,34.99,127384
in,Marion County,Lib,18,18097,Rex Bell,2.94,10702
in,Marshall County,R,18,18099,Eric Holcomb,58.77,10479
in,Marshall County,D,18,18099,John Gregg,37.98,6772
in,Marshall County,Lib,18,18099,Rex Bell,3.23,577
in,Martin County,R,18,18101,Eric Holcomb,59.26,2827
in,Martin County,D,18,18101,John Gregg,38.21,1823
in,Martin County,Lib,18,18101,Rex Bell,2.51,120
in,Miami County,R,18,18103,Eric Holcomb,61.13,8094
in,Miami County,D,18,18103,John Gregg,34.71,4596
in,Miami County,Lib,18,18103,Rex Bell,4.14,549
in,Monroe County,D,18,18105,John Gregg,62.49,36303
in,Monroe County,R,18,18105,Eric Holcomb,34.2,19866
in,Monroe County,Lib,18,18105,Rex Bell,3.3,1918
in,Montgomery County,R,18,18107,Eric Holcomb,62.08,9412
in,Montgomery County,D,18,18107,John Gregg,34.29,5200
in,Montgomery County,Lib,18,18107,Rex Bell,3.62,549
in,Morgan County,R,18,18109,Eric Holcomb,66.08,20427
in,Morgan County,D,18,18109,John Gregg,30.26,9354
in,Morgan County,Lib,18,18109,Rex Bell,3.64,1128
in,Newton County,R,18,18111,Eric Holcomb,60.53,3482
in,Newton County,D,18,18111,John Gregg,35.9,2065
in,Newton County,Lib,18,18111,Rex Bell,3.56,205
in,Noble County,R,18,18113,Eric Holcomb,63.01,10475
in,Noble County,D,18,18113,John Gregg,33.15,5512
in,Noble County,Lib,18,18113,Rex Bell,3.83,637
in,Ohio County,R,18,18115,Eric Holcomb,63.08,1805
in,Ohio County,D,18,18115,John Gregg,34.81,996
in,Ohio County,Lib,18,18115,Rex Bell,2.09,60
in,Orange County,R,18,18117,Eric Holcomb,60.12,4826
in,Orange County,D,18,18117,John Gregg,37.01,2971
in,Orange County,Lib,18,18117,Rex Bell,2.85,229
in,Owen County,R,18,18119,Eric Holcomb,59.87,5083
in,Owen County,D,18,18119,John Gregg,36.19,3073
in,Owen County,Lib,18,18119,Rex Bell,3.93,334
in,Parke County,R,18,18121,Eric Holcomb,57.59,3824
in,Parke County,D,18,18121,John Gregg,39.28,2608
in,Parke County,Lib,18,18121,Rex Bell,3.11,207
in,Perry County,D,18,18123,John Gregg,53.21,4222
in,Perry County,R,18,18123,Eric Holcomb,44.35,3519
in,Perry County,Lib,18,18123,Rex Bell,2.43,193
in,Pike County,R,18,18125,Eric Holcomb,52.64,3114
in,Pike County,D,18,18125,John Gregg,45.15,2671
in,Pike County,Lib,18,18125,Rex Bell,2.19,130
in,Porter County,D,18,18127,John Gregg,54.06,41428
in,Porter County,R,18,18127,Eric Holcomb,42.81,32810
in,Porter County,Lib,18,18127,Rex Bell,3.11,2389
in,Posey County,R,18,18129,Eric Holcomb,57.72,7194
in,Posey County,D,18,18129,John Gregg,40.27,5019
in,Posey County,Lib,18,18129,Rex Bell,1.99,249
in,Pulaski County,R,18,18131,Eric Holcomb,57.1,3001
in,Pulaski County,D,18,18131,John Gregg,39.37,2069
in,Pulaski County,Lib,18,18131,Rex Bell,3.52,185
in,Putnam County,R,18,18133,Eric Holcomb,62.14,9094
in,Putnam County,D,18,18133,John Gregg,34.5,5049
in,Putnam County,Lib,18,18133,Rex Bell,3.34,490
in,Randolph County,R,18,18135,Eric Holcomb,59.75,6093
in,Randolph County,D,18,18135,John Gregg,35.51,3621
in,Randolph County,Lib,18,18135,Rex Bell,4.72,482
in,Ripley County,R,18,18137,Eric Holcomb,70.02,8948
in,Ripley County,D,18,18137,John Gregg,27.7,3540
in,Ripley County,Lib,18,18137,Rex Bell,2.26,290
in,Rush County,R,18,18139,Eric Holcomb,61.53,4393
in,Rush County,D,18,18139,John Gregg,34.17,2440
in,Rush County,Lib,18,18139,Rex Bell,4.28,306
in,Scott County,R,18,18143,Eric Holcomb,54.43,4869
in,Scott County,D,18,18143,John Gregg,42.82,3830
in,Scott County,Lib,18,18143,Rex Bell,2.73,245
in,Shelby County,R,18,18145,Eric Holcomb,61.6,10998
in,Shelby County,D,18,18145,John Gregg,34.51,6162
in,Shelby County,Lib,18,18145,Rex Bell,3.87,691
in,Spencer County,R,18,18147,Eric Holcomb,56.39,5511
in,Spencer County,D,18,18147,John Gregg,41.24,4030
in,Spencer County,Lib,18,18147,Rex Bell,2.36,231
in,St. Joseph County,D,18,18141,John Gregg,52.53,57833
in,St. Joseph County,R,18,18141,Eric Holcomb,44.36,48838
in,St. Joseph County,Lib,18,18141,Rex Bell,3.1,3418
in,Starke County,R,18,18149,Eric Holcomb,52.35,4694
in,Starke County,D,18,18149,John Gregg,43.53,3903
in,Starke County,Lib,18,18149,Rex Bell,4.1,368
in,Steuben County,R,18,18151,Eric Holcomb,62.85,9174
in,Steuben County,D,18,18151,John Gregg,33.66,4914
in,Steuben County,Lib,18,18151,Rex Bell,3.47,507
in,Sullivan County,D,18,18153,John Gregg,55.4,4720
in,Sullivan County,R,18,18153,Eric Holcomb,42.52,3623
in,Sullivan County,Lib,18,18153,Rex Bell,2.06,176
in,Switzerland County,R,18,18155,Eric Holcomb,58.85,2116
in,Switzerland County,D,18,18155,John Gregg,38.35,1379
in,Switzerland County,Lib,18,18155,Rex Bell,2.78,100
in,Tippecanoe County,D,18,18157,John Gregg,48.22,30161
in,Tippecanoe County,R,18,18157,Eric Holcomb,48.1,30083
in,Tippecanoe County,Lib,18,18157,Rex Bell,3.66,2292
in,Tipton County,R,18,18159,Eric Holcomb,63.13,4712
in,Tipton County,D,18,18159,John Gregg,33.39,2492
in,Tipton County,Lib,18,18159,Rex Bell,3.47,259
in,Union County,R,18,18161,Eric Holcomb,66.79,2179
in,Union County,D,18,18161,John Gregg,28.69,936
in,Union County,Lib,18,18161,Rex Bell,4.5,147
in,Vanderburgh County,R,18,18163,Eric Holcomb,52.8,38097
in,Vanderburgh County,D,18,18163,John Gregg,44.57,32163
in,Vanderburgh County,Lib,18,18163,Rex Bell,2.62,1892
in,Vermillion County,D,18,18165,John Gregg,48.58,3339
in,Vermillion County,R,18,18165,Eric Holcomb,47.67,3277
in,Vermillion County,Lib,18,18165,Rex Bell,3.73,257
in,Vigo County,D,18,18167,John Gregg,55,21830
in,Vigo County,R,18,18167,Eric Holcomb,42.23,16762
in,Vigo County,Lib,18,18167,Rex Bell,2.75,1094
in,Wabash County,R,18,18169,Eric Holcomb,64.86,8636
in,Wabash County,D,18,18169,John Gregg,32.01,4262
in,Wabash County,Lib,18,18169,Rex Bell,3.12,416
in,Warren County,R,18,18171,Eric Holcomb,64.67,2538
in,Warren County,D,18,18171,John Gregg,32.11,1260
in,Warren County,Lib,18,18171,Rex Bell,3.21,126
in,Warrick County,R,18,18173,Eric Holcomb,59.08,17418
in,Warrick County,D,18,18173,John Gregg,38.78,11434
in,Warrick County,Lib,18,18173,Rex Bell,2.12,627
in,Washington County,R,18,18175,Eric Holcomb,64.96,7292
in,Washington County,D,18,18175,John Gregg,31.99,3591
in,Washington County,Lib,18,18175,Rex Bell,3.03,341
in,Wayne County,R,18,18177,Eric Holcomb,52.43,13472
in,Wayne County,D,18,18177,John Gregg,37.04,9518
in,Wayne County,Lib,18,18177,Rex Bell,10.52,2704
in,Wells County,R,18,18179,Eric Holcomb,66.93,8760
in,Wells County,D,18,18179,John Gregg,29.79,3900
in,Wells County,Lib,18,18179,Rex Bell,3.27,428
in,White County,R,18,18181,Eric Holcomb,60.49,6014
in,White County,D,18,18181,John Gregg,35.66,3545
in,White County,Lib,18,18181,Rex Bell,3.84,382
in,Whitley County,R,18,18183,Eric Holcomb,64.25,9971
in,Whitley County,D,18,18183,John Gregg,31.79,4933
in,Whitley County,Lib,18,18183,Rex Bell,3.95,613
mo,Adair County,R,29,29001,Eric Greitens,56.46,5752
mo,Adair County,D,29,29001,Chris Koster,40.68,4145
mo,Adair County,Lib,29,29001,Cisse Spragins,1.29,132
mo,Adair County,Grn,29,29001,Don Fitz,0.8,82
mo,Adair County,I,29,29001,Lester Turilli,0.74,76
mo,Andrew County,R,29,29003,Eric Greitens,63.22,5771
mo,Andrew County,D,29,29003,Chris Koster,34.79,3176
mo,Andrew County,Lib,29,29003,Cisse Spragins,1.07,98
mo,Andrew County,Grn,29,29003,Don Fitz,0.5,46
mo,Andrew County,I,29,29003,Lester Turilli,0.4,37
mo,Atchison County,R,29,29005,Eric Greitens,65.22,1746
mo,Atchison County,D,29,29005,Chris Koster,31.45,842
mo,Atchison County,Lib,29,29005,Cisse Spragins,2.12,57
mo,Atchison County,I,29,29005,Lester Turilli,0.85,23
mo,Atchison County,Grn,29,29005,Don Fitz,0.33,9
mo,Audrain County,R,29,29007,Eric Greitens,58.07,5831
mo,Audrain County,D,29,29007,Chris Koster,38.17,3833
mo,Audrain County,Lib,29,29007,Cisse Spragins,1.58,159
mo,Audrain County,I,29,29007,Lester Turilli,1.46,147
mo,Audrain County,Grn,29,29007,Don Fitz,0.69,70
mo,Barry County,R,29,29009,Eric Greitens,68.09,9942
mo,Barry County,D,29,29009,Chris Koster,28.49,4161
mo,Barry County,Lib,29,29009,Cisse Spragins,1.49,219
mo,Barry County,I,29,29009,Lester Turilli,0.98,144
mo,Barry County,Grn,29,29009,Don Fitz,0.92,135
mo,Barton County,R,29,29011,Eric Greitens,77.18,4553
mo,Barton County,D,29,29011,Chris Koster,20.39,1203
mo,Barton County,Lib,29,29011,Cisse Spragins,1.16,69
mo,Barton County,I,29,29011,Lester Turilli,0.84,50
mo,Barton County,Grn,29,29011,Don Fitz,0.4,24
mo,Bates County,R,29,29013,Eric Greitens,59.65,4772
mo,Bates County,D,29,29013,Chris Koster,37.34,2987
mo,Bates County,Lib,29,29013,Cisse Spragins,1.43,115
mo,Bates County,I,29,29013,Lester Turilli,0.83,67
mo,Bates County,Grn,29,29013,Don Fitz,0.72,58
mo,Benton County,R,29,29015,Eric Greitens,63.4,6043
mo,Benton County,D,29,29015,Chris Koster,33.55,3198
mo,Benton County,Lib,29,29015,Cisse Spragins,1.46,140
mo,Benton County,I,29,29015,Lester Turilli,1.08,103
mo,Benton County,Grn,29,29015,Don Fitz,0.49,47
mo,Bollinger County,R,29,29017,Eric Greitens,72.22,4051
mo,Bollinger County,D,29,29017,Chris Koster,25.24,1416
mo,Bollinger County,I,29,29017,Lester Turilli,1.12,63
mo,Bollinger County,Lib,29,29017,Cisse Spragins,0.73,41
mo,Bollinger County,Grn,29,29017,Don Fitz,0.67,38
mo,Boone County,D,29,29019,Chris Koster,54.96,45363
mo,Boone County,R,29,29019,Eric Greitens,41.26,34051
mo,Boone County,Lib,29,29019,Cisse Spragins,1.87,1549
mo,Boone County,Grn,29,29019,Don Fitz,1.04,861
mo,Boone County,I,29,29019,Lester Turilli,0.85,702
mo,Buchanan County,R,29,29021,Eric Greitens,52.58,18706
mo,Buchanan County,D,29,29021,Chris Koster,43.93,15628
mo,Buchanan County,Lib,29,29021,Cisse Spragins,1.93,687
mo,Buchanan County,Grn,29,29021,Don Fitz,0.79,284
mo,Buchanan County,I,29,29021,Lester Turilli,0.74,266
mo,Butler County,R,29,29023,Eric Greitens,73.77,12595
mo,Butler County,D,29,29023,Chris Koster,23.65,4039
mo,Butler County,Lib,29,29023,Cisse Spragins,1.25,214
mo,Butler County,I,29,29023,Lester Turilli,0.77,133
mo,Butler County,Grn,29,29023,Don Fitz,0.53,91
mo,Caldwell County,R,29,29025,Eric Greitens,63.11,2726
mo,Caldwell County,D,29,29025,Chris Koster,33.38,1442
mo,Caldwell County,Lib,29,29025,Cisse Spragins,1.87,81
mo,Caldwell County,I,29,29025,Lester Turilli,1.08,47
mo,Caldwell County,Grn,29,29025,Don Fitz,0.53,23
mo,Callaway County,R,29,29027,Eric Greitens,57.95,11146
mo,Callaway County,D,29,29027,Chris Koster,38.15,7338
mo,Callaway County,Lib,29,29027,Cisse Spragins,1.65,319
mo,Callaway County,I,29,29027,Lester Turilli,1.36,263
mo,Callaway County,Grn,29,29027,Don Fitz,0.86,167
mo,Camden County,R,29,29029,Eric Greitens,67.11,14860
mo,Camden County,D,29,29029,Chris Koster,29.8,6600
mo,Camden County,Lib,29,29029,Cisse Spragins,1.48,328
mo,Camden County,I,29,29029,Lester Turilli,1.01,224
mo,Camden County,Grn,29,29029,Don Fitz,0.58,130
mo,Cape Girardeau County,R,29,29031,Eric Greitens,65.69,24141
mo,Cape Girardeau County,D,29,29031,Chris Koster,31.32,11509
mo,Cape Girardeau County,Lib,29,29031,Cisse Spragins,1.42,525
mo,Cape Girardeau County,I,29,29031,Lester Turilli,1.02,376
mo,Cape Girardeau County,Grn,29,29031,Don Fitz,0.53,195
mo,Carroll County,R,29,29033,Eric Greitens,65.3,2837
mo,Carroll County,D,29,29033,Chris Koster,32.04,1392
mo,Carroll County,Lib,29,29033,Cisse Spragins,1.22,53
mo,Carroll County,Grn,29,29033,Don Fitz,0.71,31
mo,Carroll County,I,29,29033,Lester Turilli,0.71,31
mo,Carter County,R,29,29035,Eric Greitens,73.09,2051
mo,Carter County,D,29,29035,Chris Koster,23.2,651
mo,Carter County,I,29,29035,Lester Turilli,1.46,41
mo,Carter County,Lib,29,29035,Cisse Spragins,1.31,37
mo,Carter County,Grn,29,29035,Don Fitz,0.92,26
mo,Cass County,R,29,29037,Eric Greitens,56.02,28487
mo,Cass County,D,29,29037,Chris Koster,40.65,20670
mo,Cass County,Lib,29,29037,Cisse Spragins,1.72,875
mo,Cass County,I,29,29037,Lester Turilli,0.84,429
mo,Cass County,Grn,29,29037,Don Fitz,0.75,382
mo,Cedar County,R,29,29039,Eric Greitens,70.28,4414
mo,Cedar County,D,29,29039,Chris Koster,26.49,1664
mo,Cedar County,Lib,29,29039,Cisse Spragins,1.49,94
mo,Cedar County,I,29,29039,Lester Turilli,1.13,71
mo,Cedar County,Grn,29,29039,Don Fitz,0.58,37
mo,Chariton County,R,29,29041,Eric Greitens,59.62,2363
mo,Chariton County,D,29,29041,Chris Koster,38.4,1522
mo,Chariton County,Lib,29,29041,Cisse Spragins,1.13,45
mo,Chariton County,I,29,29041,Lester Turilli,0.58,23
mo,Chariton County,Grn,29,29041,Don Fitz,0.25,10
mo,Christian County,R,29,29043,Eric Greitens,68.96,28612
mo,Christian County,D,29,29043,Chris Koster,27.93,11589
mo,Christian County,Lib,29,29043,Cisse Spragins,1.52,632
mo,Christian County,I,29,29043,Lester Turilli,1.06,442
mo,Christian County,Grn,29,29043,Don Fitz,0.5,211
mo,Clark County,R,29,29045,Eric Greitens,62.34,2053
mo,Clark County,D,29,29045,Chris Koster,34.74,1144
mo,Clark County,Lib,29,29045,Cisse Spragins,1.45,48
mo,Clark County,I,29,29045,Lester Turilli,0.88,29
mo,Clark County,Grn,29,29045,Don Fitz,0.57,19
mo,Clay County,R,29,29047,Eric Greitens,48.97,53749
mo,Clay County,D,29,29047,Chris Koster,47.65,52299
mo,Clay County,Lib,29,29047,Cisse Spragins,1.88,2073
mo,Clay County,I,29,29047,Lester Turilli,0.74,822
mo,Clay County,Grn,29,29047,Don Fitz,0.72,801
mo,Clinton County,R,29,29049,Eric Greitens,58.94,6021
mo,Clinton County,D,29,29049,Chris Koster,37.78,3860
mo,Clinton County,Lib,29,29049,Cisse Spragins,1.66,170
mo,Clinton County,Grn,29,29049,Don Fitz,0.81,83
mo,Clinton County,I,29,29049,Lester Turilli,0.79,81
mo,Cole County,R,29,29051,Eric Greitens,55.57,20864
mo,Cole County,D,29,29051,Chris Koster,42.09,15802
mo,Cole County,Lib,29,29051,Cisse Spragins,1.18,444
mo,Cole County,I,29,29051,Lester Turilli,0.72,272
mo,Cole County,Grn,29,29051,Don Fitz,0.42,160
mo,Cooper County,R,29,29053,Eric Greitens,61.88,4957
mo,Cooper County,D,29,29053,Chris Koster,35.43,2838
mo,Cooper County,Lib,29,29053,Cisse Spragins,1.48,119
mo,Cooper County,I,29,29053,Lester Turilli,0.68,55
mo,Cooper County,Grn,29,29053,Don Fitz,0.51,41
mo,Crawford County,R,29,29055,Eric Greitens,59.72,5899
mo,Crawford County,D,29,29055,Chris Koster,29.28,2892
mo,Crawford County,I,29,29055,Lester Turilli,9.24,913
mo,Crawford County,Lib,29,29055,Cisse Spragins,1.09,108
mo,Crawford County,Grn,29,29055,Don Fitz,0.65,65
mo,Dade County,R,29,29057,Eric Greitens,68.93,2720
mo,Dade County,D,29,29057,Chris Koster,28.18,1112
mo,Dade County,Lib,29,29057,Cisse Spragins,1.52,60
mo,Dade County,I,29,29057,Lester Turilli,0.98,39
mo,Dade County,Grn,29,29057,Don Fitz,0.38,15
mo,Dallas County,R,29,29059,Eric Greitens,66.67,4943
mo,Dallas County,D,29,29059,Chris Koster,29.82,2211
mo,Dallas County,Lib,29,29059,Cisse Spragins,1.71,127
mo,Dallas County,I,29,29059,Lester Turilli,1.2,89
mo,Dallas County,Grn,29,29059,Don Fitz,0.59,44
mo,Daviess County,R,29,29061,Eric Greitens,61.66,2295
mo,Daviess County,D,29,29061,Chris Koster,34.9,1299
mo,Daviess County,Lib,29,29061,Cisse Spragins,1.5,56
mo,Daviess County,I,29,29061,Lester Turilli,1.23,46
mo,Daviess County,Grn,29,29061,Don Fitz,0.69,26
mo,DeKalb County,R,29,29063,Eric Greitens,66.63,3061
mo,DeKalb County,D,29,29063,Chris Koster,30.75,1413
mo,DeKalb County,Lib,29,29063,Cisse Spragins,1.24,57
mo,DeKalb County,Grn,29,29063,Don Fitz,0.69,32
mo,DeKalb County,I,29,29063,Lester Turilli,0.67,31
mo,Dent County,R,29,29065,Eric Greitens,73.05,4966
mo,Dent County,D,29,29065,Chris Koster,24.05,1635
mo,Dent County,I,29,29065,Lester Turilli,1.27,87
mo,Dent County,Lib,29,29065,Cisse Spragins,1.07,73
mo,Dent County,Grn,29,29065,Don Fitz,0.54,37
mo,Douglas County,R,29,29067,Eric Greitens,72.34,4818
mo,Douglas County,D,29,29067,Chris Koster,24.12,1607
mo,Douglas County,I,29,29067,Lester Turilli,1.54,103
mo,Douglas County,Lib,29,29067,Cisse Spragins,1.44,96
mo,Douglas County,Grn,29,29067,Don Fitz,0.54,36
mo,Dunklin County,R,29,29069,Eric Greitens,69.43,7253
mo,Dunklin County,D,29,29069,Chris Koster,28.85,3014
mo,Dunklin County,Lib,29,29069,Cisse Spragins,0.8,84
mo,Dunklin County,I,29,29069,Lester Turilli,0.45,48
mo,Dunklin County,Grn,29,29069,Don Fitz,0.44,46
